id,state,name,bucket,recommendedAction,reason,status,leadType,likelyLayer,hasCoordinate,priority
in-lead-shades-backpack-camp-coordinate-rescue,IN,Shades State Park Backpack Camp,TRUE_LEAD_RESEARCH_OR_EXTERNAL,Keep as lead until proof/geometry/status is resolved.,"Still has a proof, geometry, legality, duplicate, or current-status blocker.",coordinate_rescue,coordinate_rescue,Boat / Backpack,no,High
in-lead-shades-canoe-camp-coordinate-rescue,IN,Shades State Park Canoe Camp,TRUE_LEAD_RESEARCH_OR_EXTERNAL,Keep as lead until proof/geometry/status is resolved.,"Still has a proof, geometry, legality, duplicate, or current-status blocker.",coordinate_rescue,coordinate_rescue,Boat / Backpack,no,High
in-lead-brookville-mounds-sra-campground-coordinate-rescue,IN,Brookville Lake — Mounds SRA Campground,ORDINARY_CAMPGROUND_COORDINATE_RESCUE,Run practical address-to-map rescue; entrance/campground-area coordinate can be acceptable with honest popup.,Looks like ordinary campground/operator/city/county record held mainly for coordinate/source cleanup.,coordinate_rescue,coordinate_rescue,Modern Campgrounds,no,Medium
in-lead-brookville-quakertown-sra-campground-coordinate-rescue,IN,Brookville Lake — Quakertown SRA Campground,ORDINARY_CAMPGROUND_COORDINATE_RESCUE,Run practical address-to-map rescue; entrance/campground-area coordinate can be acceptable with honest popup.,Looks like ordinary campground/operator/city/county record held mainly for coordinate/source cleanup.,coordinate_rescue,coordinate_rescue,Modern Campgrounds,no,Medium
in-lead-whitewater-horsemen-campground-coordinate-rescue,IN,Whitewater Memorial Horsemen’s Campground,ORDINARY_CAMPGROUND_COORDINATE_RESCUE,Run practical address-to-map rescue; entrance/campground-area coordinate can be acceptable with honest popup.,Looks like ordinary campground/operator/city/county record held mainly for coordinate/source cleanup.,coordinate_rescue,coordinate_rescue,Rustic / Primitive,no,High
in-lead-summit-lake-youth-tent-coordinate-rescue,IN,Summit Lake Youth Tent Areas,ORDINARY_CAMPGROUND_COORDINATE_RESCUE,Run practical address-to-map rescue; entrance/campground-area coordinate can be acceptable with honest popup.,Looks like ordinary campground/operator/city/county record held mainly for coordinate/source cleanup.,coordinate_rescue,coordinate_rescue,Rustic / Primitive,no,High
in-lead-mounds-sp-youth-tent-coordinate-rescue,IN,Mounds State Park Youth Tent Areas,ORDINARY_CAMPGROUND_COORDINATE_RESCUE,Run practical address-to-map rescue; entrance/campground-area coordinate can be acceptable with honest popup.,Looks like ordinary campground/operator/city/county record held mainly for coordinate/source cleanup.,coordinate_rescue,coordinate_rescue,Rustic / Primitive,no,High
in-lead-lieber-poplar-grove-electric-coordinate-rescue,IN,Lieber SRA / Cagles Mill — Poplar Grove Electric Campground,ORDINARY_CAMPGROUND_COORDINATE_RESCUE,Run practical address-to-map rescue; entrance/campground-area coordinate can be acceptable with honest popup.,Looks like ordinary campground/operator/city/county record held mainly for coordinate/source cleanup.,coordinate_rescue,coordinate_rescue,Modern Campgrounds,no,Medium
in-lead-lieber-sunny-acres-non-electric-coordinate-rescue,IN,Lieber SRA / Cagles Mill — Sunny Acres Non-Electric Campground,ORDINARY_CAMPGROUND_COORDINATE_RESCUE,Run practical address-to-map rescue; entrance/campground-area coordinate can be acceptable with honest popup.,Looks like ordinary campground/operator/city/county record held mainly for coordinate/source cleanup.,coordinate_rescue,coordinate_rescue,Rustic / Primitive,no,High
in-lead-raccoon-sra-primitive-camp-coordinate-rescue,IN,Raccoon SRA Primitive Camp,ORDINARY_CAMPGROUND_COORDINATE_RESCUE,Run practical address-to-map rescue; entrance/campground-area coordinate can be acceptable with honest popup.,Looks like ordinary campground/operator/city/county record held mainly for coordinate/source cleanup.,coordinate_rescue,coordinate_rescue,Rustic / Primitive,no,High
in-lead-raccoon-sra-youth-tent-coordinate-rescue,IN,Raccoon SRA Youth Tent Areas,ORDINARY_CAMPGROUND_COORDINATE_RESCUE,Run practical address-to-map rescue; entrance/campground-area coordinate can be acceptable with honest popup.,Looks like ordinary campground/operator/city/county record held mainly for coordinate/source cleanup.,coordinate_rescue,coordinate_rescue,Rustic / Primitive,no,High
ne-lead-pawnderosa-campground-coordinate-conflict,NE,Pawnderosa Campground / Pawnee City Pond,ORDINARY_CAMPGROUND_COORDINATE_RESCUE,Run practical address-to-map rescue; entrance/campground-area coordinate can be acceptable with honest popup.,Looks like ordinary campground/operator/city/county record held mainly for coordinate/source cleanup.,coordinate_rescue,coordinate_conflict,Rustic / Primitive,no,High
in-woodland-village-rv-park-coordinate-public-status,IN,Woodland Village RV Park,REJECT_DUPLICATE_OR_CLOSURE_REVIEW,"Review for rejected ledger, duplicate merge, or closure/status note.","Status/action fields contain duplicate, wrong-state, closure, malformed, or do-not-import language.",needs_verification,needs_verification,Private Campgrounds,no,Medium
in-laporte-county-fairgrounds-camping-public-status,IN,LaPorte County Fairgrounds camping,REJECT_DUPLICATE_OR_CLOSURE_REVIEW,"Review for rejected ledger, duplicate merge, or closure/status note.","Status/action fields contain duplicate, wrong-state, closure, malformed, or do-not-import language.",needs_verification,needs_verification,Modern Campgrounds or Needs Verification,no,Medium
in-lead-tippecanoe-river-state-park-canoe-horse-youth-component-coordinates,IN,Tippecanoe River SP canoe / horsemen's / youth component coordinates,TRUE_LEAD_RESEARCH_OR_EXTERNAL,Keep as lead until proof/geometry/status is resolved.,"Still has a proof, geometry, legality, duplicate, or current-status blocker.",coordinate_rescue,coordinate_rescue,Boat / Backpack; Rustic / Primitive,no,High
in-lead-potato-creek-horse-youth-component-coordinate-rescue,IN,Potato Creek SP horsemen's / youth camping components,ORDINARY_CAMPGROUND_COORDINATE_RESCUE,Run practical address-to-map rescue; entrance/campground-area coordinate can be acceptable with honest popup.,Looks like ordinary campground/operator/city/county record held mainly for coordinate/source cleanup.,coordinate_rescue,coordinate_rescue,Rustic / Primitive,no,High
in-lead-raccoon-sra-and-cecil-m-harden-lake-private-corridor-obvious-misses,IN,Raccoon/Cecil M. Harden Lake private/county campground corridor scan,ORDINARY_CAMPGROUND_COORDINATE_RESCUE,Run practical address-to-map rescue; entrance/campground-area coordinate can be acceptable with honest popup.,Looks like ordinary campground/operator/city/county record held mainly for coordinate/source cleanup.,coordinate_rescue,coordinate_rescue,Private Campgrounds; Rustic / Primitive,no,High
in-lead-hickory-ridge-roadside-dispersed-sites,IN,Hoosier NF Hickory Ridge Roadside Dispersed Camping Map Area,AREA_RULE_COMMUNITY_OR_OVERLAY_CANDIDATE,Evaluate as area/rule/community marker or overlay candidate; do not force exact campground coordinates.,"Looks like rule-area, boondocking, community, WMA/forest, permit, GIS, or overlay work.",coordinate_rescue,coordinate_rescue,Boondocking / Dispersed,no,High
in-lead-berry-ridge-sundance-roadside-dispersed-sites,IN,Hoosier NF Berry Ridge / Sundance Lake Roadside Dispersed Camping Map Area,AREA_RULE_COMMUNITY_OR_OVERLAY_CANDIDATE,Evaluate as area/rule/community marker or overlay candidate; do not force exact campground coordinates.,"Looks like rule-area, boondocking, community, WMA/forest, permit, GIS, or overlay work.",coordinate_rescue,coordinate_rescue,Boondocking / Dispersed,no,High
in-lead-birdseye-roadside-dispersed-sites,IN,Hoosier NF Birdseye Roadside Dispersed Camping Map Area,AREA_RULE_COMMUNITY_OR_OVERLAY_CANDIDATE,Evaluate as area/rule/community marker or overlay candidate; do not force exact campground coordinates.,"Looks like rule-area, boondocking, community, WMA/forest, permit, GIS, or overlay work.",coordinate_rescue,coordinate_rescue,Boondocking / Dispersed,no,High
in-lead-hemlock-cliffs-roadside-dispersed-sites,IN,Hoosier NF Hemlock Cliffs Roadside Dispersed Camping Map Area,AREA_RULE_COMMUNITY_OR_OVERLAY_CANDIDATE,Evaluate as area/rule/community marker or overlay candidate; do not force exact campground coordinates.,"Looks like rule-area, boondocking, community, WMA/forest, permit, GIS, or overlay work.",coordinate_rescue,coordinate_rescue,Boondocking / Dispersed,no,High
in-lead-indian-lake-roadside-dispersed-sites,IN,Hoosier NF Indian Lake Roadside Dispersed Camping Map Area,AREA_RULE_COMMUNITY_OR_OVERLAY_CANDIDATE,Evaluate as area/rule/community marker or overlay candidate; do not force exact campground coordinates.,"Looks like rule-area, boondocking, community, WMA/forest, permit, GIS, or overlay work.",coordinate_rescue,coordinate_rescue,Boondocking / Dispersed,no,High
in-lead-mogan-ridge-roadside-dispersed-sites,IN,Hoosier NF Mogan Ridge Roadside Dispersed Camping Map Area,AREA_RULE_COMMUNITY_OR_OVERLAY_CANDIDATE,Evaluate as area/rule/community marker or overlay candidate; do not force exact campground coordinates.,"Looks like rule-area, boondocking, community, WMA/forest, permit, GIS, or overlay work.",coordinate_rescue,coordinate_rescue,Boondocking / Dispersed,no,High
in-lead-oriole-roadside-dispersed-sites,IN,Hoosier NF Oriole Roadside Dispersed Camping Map Area,AREA_RULE_COMMUNITY_OR_OVERLAY_CANDIDATE,Evaluate as area/rule/community marker or overlay candidate; do not force exact campground coordinates.,"Looks like rule-area, boondocking, community, WMA/forest, permit, GIS, or overlay work.",coordinate_rescue,coordinate_rescue,Boondocking / Dispersed,no,High
in-lead-german-ridge-highwater-roadside-dispersed-sites,IN,Hoosier NF German Ridge / Highwater Roadside Dispersed Camping Map Areas,AREA_RULE_COMMUNITY_OR_OVERLAY_CANDIDATE,Evaluate as area/rule/community marker or overlay candidate; do not force exact campground coordinates.,"Looks like rule-area, boondocking, community, WMA/forest, permit, GIS, or overlay work.",coordinate_rescue,coordinate_rescue,Boondocking / Dispersed,no,High
in-lead-deam-wilderness-backpack-sites,IN,Charles C. Deam Wilderness Designated / Backpack Camping Extraction,AREA_RULE_COMMUNITY_OR_OVERLAY_CANDIDATE,Evaluate as area/rule/community marker or overlay candidate; do not force exact campground coordinates.,"Looks like rule-area, boondocking, community, WMA/forest, permit, GIS, or overlay work.",coordinate_rescue,coordinate_rescue,Boat / Backpack,no,High
in-lead-knobstone-trail-dispersed-backcountry-camping,IN,Knobstone Trail Dispersed / Backcountry Camping Rule and Geometry,AREA_RULE_COMMUNITY_OR_OVERLAY_CANDIDATE,Evaluate as area/rule/community marker or overlay candidate; do not force exact campground coordinates.,"Looks like rule-area, boondocking, community, WMA/forest, permit, GIS, or overlay work.",coordinate_rescue,coordinate_rescue,Boat / Backpack / Boondocking,no,High
in-lead-tecumseh-trail-dispersed-shelters,IN,Tecumseh Trail Dispersed Camping and Shelters,AREA_RULE_COMMUNITY_OR_OVERLAY_CANDIDATE,Evaluate as area/rule/community marker or overlay candidate; do not force exact campground coordinates.,"Looks like rule-area, boondocking, community, WMA/forest, permit, GIS, or overlay work.",coordinate_rescue,coordinate_rescue,Boat / Backpack / Boondocking,no,High
in-lead-yellowwood-state-forest-family-horse-carryin,IN,Yellowwood State Forest Family / Horse / Carry-in Camping Components,AREA_RULE_COMMUNITY_OR_OVERLAY_CANDIDATE,Evaluate as area/rule/community marker or overlay candidate; do not force exact campground coordinates.,"Looks like rule-area, boondocking, community, WMA/forest, permit, GIS, or overlay work.",coordinate_rescue,coordinate_rescue,Rustic / Primitive / Boat-Backpack,no,High
in-lead-morgan-monroe-low-gap-backcountry,IN,Morgan-Monroe State Forest Low Gap Backcountry / Mason-Oak-Scout Ridge Components,AREA_RULE_COMMUNITY_OR_OVERLAY_CANDIDATE,Evaluate as area/rule/community marker or overlay candidate; do not force exact campground coordinates.,"Looks like rule-area, boondocking, community, WMA/forest, permit, GIS, or overlay work.",coordinate_rescue,coordinate_rescue,Rustic / Primitive / Boat-Backpack,no,High
in-lead-clark-state-forest-family-equestrian,IN,Clark State Forest Family and Equestrian Campgrounds,AREA_RULE_COMMUNITY_OR_OVERLAY_CANDIDATE,Evaluate as area/rule/community marker or overlay candidate; do not force exact campground coordinates.,"Looks like rule-area, boondocking, community, WMA/forest, permit, GIS, or overlay work.",coordinate_rescue,coordinate_rescue,Rustic / Primitive,no,High
in-lead-jackson-washington-state-forest-backcountry-youth-family,IN,Jackson-Washington State Forest Family / Youth / Backcountry Camping,AREA_RULE_COMMUNITY_OR_OVERLAY_CANDIDATE,Evaluate as area/rule/community marker or overlay candidate; do not force exact campground coordinates.,"Looks like rule-area, boondocking, community, WMA/forest, permit, GIS, or overlay work.",coordinate_rescue,coordinate_rescue,Rustic / Primitive / Boat-Backpack,no,High
in-lead-pike-state-forest-family-horse,IN,Pike State Forest Family and Horse Campgrounds,AREA_RULE_COMMUNITY_OR_OVERLAY_CANDIDATE,Evaluate as area/rule/community marker or overlay candidate; do not force exact campground coordinates.,"Looks like rule-area, boondocking, community, WMA/forest, permit, GIS, or overlay work.",coordinate_rescue,coordinate_rescue,Rustic / Primitive,no,High
in-lead-harrison-crawford-adventure-trail-shelters,IN,Harrison-Crawford Adventure Trail Shelters / Primitive Sites,TRUE_LEAD_RESEARCH_OR_EXTERNAL,Keep as lead until proof/geometry/status is resolved.,"Still has a proof, geometry, legality, duplicate, or current-status blocker.",coordinate_rescue,coordinate_rescue,Boat / Backpack,no,High
in-lead-obannon-woods-horse-group-canoe-components,IN,O’Bannon Woods Horseman / Group / Canoe Components,REJECT_DUPLICATE_OR_CLOSURE_REVIEW,"Review for rejected ledger, duplicate merge, or closure/status note.","Status/action fields contain duplicate, wrong-state, closure, malformed, or do-not-import language.",coordinate_rescue,coordinate_rescue,Rustic / Primitive / Boat-Backpack / Modern split,no,High
