priority,state,id,name,layer,lat,lng,risk_signals,recommended_action,notes
P2,MO,s554,Locust Creek Covered Bridge State Historic Site,Modern Campgrounds,39.7925446,-93.2390467,Modern layer lacks visible modern-service proof in record text; legacy active row has no visible source URL,Layer/access/service proof audit.,Automated risk flag only; user-approved nuance: boondocking/community vagueness and park/campground entrances are not automatic defects.
P2,MO,s560,Long Branch State Park,Modern Campgrounds,39.7717017,-92.5234638,Modern layer lacks visible modern-service proof in record text; broad park/forest/lake/river/system name; review as area/rule or component split; legacy active row has no visible source URL,Layer/access/service proof audit.,Automated risk flag only; user-approved nuance: boondocking/community vagueness and park/campground entrances are not automatic defects.
P2,MO,s587,Mark Twain State Park,Modern Campgrounds,39.4875007,-91.79071,Modern layer lacks visible modern-service proof in record text; broad park/forest/lake/river/system name; review as area/rule or component split; legacy active row has no visible source URL,Layer/access/service proof audit.,Automated risk flag only; user-approved nuance: boondocking/community vagueness and park/campground entrances are not automatic defects.
P2,MO,s599,Meramec State Park,Modern Campgrounds,38.205596,-91.0970328,Modern layer lacks visible modern-service proof in record text; broad park/forest/lake/river/system name; review as area/rule or component split; legacy active row has no visible source URL,Layer/access/service proof audit.,Automated risk flag only; user-approved nuance: boondocking/community vagueness and park/campground entrances are not automatic defects.
P2,MO,s665,Onondaga Cave State Park,Modern Campgrounds,38.0619594,-91.2361714,Modern layer lacks visible modern-service proof in record text; broad park/forest/lake/river/system name; review as area/rule or component split; legacy active row has no visible source URL,Layer/access/service proof audit.,Automated risk flag only; user-approved nuance: boondocking/community vagueness and park/campground entrances are not automatic defects.
P2,MO,s689,Pershing State Park Campground,Modern Campgrounds,39.7581295,-93.2147904,Modern layer lacks visible modern-service proof in record text; legacy active row has no visible source URL,Layer/access/service proof audit.,Automated risk flag only; user-approved nuance: boondocking/community vagueness and park/campground entrances are not automatic defects.
P2,MO,s717,Pittsburg Campground,Modern Campgrounds,37.8754238,-93.323153,Modern layer lacks visible modern-service proof in record text; legacy active row has no visible source URL,Layer/access/service proof audit.,Automated risk flag only; user-approved nuance: boondocking/community vagueness and park/campground entrances are not automatic defects.
P2,MO,s734,Pomme de Terre State Park,Modern Campgrounds,37.8685531,-93.2989805,Modern layer lacks visible modern-service proof in record text; broad park/forest/lake/river/system name; review as area/rule or component split; legacy active row has no visible source URL,Layer/access/service proof audit.,Automated risk flag only; user-approved nuance: boondocking/community vagueness and park/campground entrances are not automatic defects.
P2,MO,s746,Prairie State Park Campground,Modern Campgrounds,37.532269,-94.5719114,Modern layer lacks visible modern-service proof in record text; legacy active row has no visible source URL,Layer/access/service proof audit.,Automated risk flag only; user-approved nuance: boondocking/community vagueness and park/campground entrances are not automatic defects.
P2,MO,s784,Roaring River State Park,Modern Campgrounds,36.58571,-93.8370854,Modern layer lacks visible modern-service proof in record text; broad park/forest/lake/river/system name; review as area/rule or component split; legacy active row has no visible source URL,Layer/access/service proof audit.,Automated risk flag only; user-approved nuance: boondocking/community vagueness and park/campground entrances are not automatic defects.
P2,MO,s787,Robertsville State Park,Modern Campgrounds,38.4271338,-90.8119258,Modern layer lacks visible modern-service proof in record text; broad park/forest/lake/river/system name; review as area/rule or component split; legacy active row has no visible source URL,Layer/access/service proof audit.,Automated risk flag only; user-approved nuance: boondocking/community vagueness and park/campground entrances are not automatic defects.
P2,MO,s799,Sam A. Baker State Park,Modern Campgrounds,37.2597334,-90.5249952,Modern layer lacks visible modern-service proof in record text; broad park/forest/lake/river/system name; review as area/rule or component split; legacy active row has no visible source URL,Layer/access/service proof audit.,Automated risk flag only; user-approved nuance: boondocking/community vagueness and park/campground entrances are not automatic defects.
P2,MO,s871,St. Francois State Park Campground,Modern Campgrounds,37.9560555,-90.5343936,Modern layer lacks visible modern-service proof in record text; legacy active row has no visible source URL,Layer/access/service proof audit.,Automated risk flag only; user-approved nuance: boondocking/community vagueness and park/campground entrances are not automatic defects.
P2,MO,s872,St. Joe State Park,Modern Campgrounds,37.8073805,-90.5068828,Modern layer lacks visible modern-service proof in record text; broad park/forest/lake/river/system name; review as area/rule or component split; legacy active row has no visible source URL,Layer/access/service proof audit.,Automated risk flag only; user-approved nuance: boondocking/community vagueness and park/campground entrances are not automatic defects.
P2,MO,s880,Stockton State Park,Modern Campgrounds,37.6065208,-93.7489705,Modern layer lacks visible modern-service proof in record text; broad park/forest/lake/river/system name; review as area/rule or component split; legacy active row has no visible source URL,Layer/access/service proof audit.,Automated risk flag only; user-approved nuance: boondocking/community vagueness and park/campground entrances are not automatic defects.
P2,MO,s900,Table Rock State Park Campground 1,Modern Campgrounds,36.581053,-93.3039353,Modern layer lacks visible modern-service proof in record text; legacy active row has no visible source URL,Layer/access/service proof audit.,Automated risk flag only; user-approved nuance: boondocking/community vagueness and park/campground entrances are not automatic defects.
P2,MO,s911,Thousand Hills State Park,Modern Campgrounds,40.1853792,-92.646778,Modern layer lacks visible modern-service proof in record text; broad park/forest/lake/river/system name; review as area/rule or component split; legacy active row has no visible source URL,Layer/access/service proof audit.,Automated risk flag only; user-approved nuance: boondocking/community vagueness and park/campground entrances are not automatic defects.
P2,MO,s929,Trail of Tears State Park,Modern Campgrounds,37.4388065,-89.481025,Modern layer lacks visible modern-service proof in record text; broad park/forest/lake/river/system name; review as area/rule or component split; legacy active row has no visible source URL,Layer/access/service proof audit.,Automated risk flag only; user-approved nuance: boondocking/community vagueness and park/campground entrances are not automatic defects.
P2,MO,s967,Wakonda State Park,Modern Campgrounds,40.0067843,-91.5185706,Modern layer lacks visible modern-service proof in record text; broad park/forest/lake/river/system name; review as area/rule or component split; legacy active row has no visible source URL,Layer/access/service proof audit.,Automated risk flag only; user-approved nuance: boondocking/community vagueness and park/campground entrances are not automatic defects.
P2,MO,s970,Wallace State Park,Modern Campgrounds,39.6559094,-94.2166043,Modern layer lacks visible modern-service proof in record text; broad park/forest/lake/river/system name; review as area/rule or component split; legacy active row has no visible source URL,Layer/access/service proof audit.,Automated risk flag only; user-approved nuance: boondocking/community vagueness and park/campground entrances are not automatic defects.
P2,MO,s974,Washington State Park,Modern Campgrounds,38.0841188,-90.6883623,Modern layer lacks visible modern-service proof in record text; broad park/forest/lake/river/system name; review as area/rule or component split; legacy active row has no visible source URL,Layer/access/service proof audit.,Automated risk flag only; user-approved nuance: boondocking/community vagueness and park/campground entrances are not automatic defects.
P2,MO,s977,Watkins Woolen Mill State Park and State Historic Site,Modern Campgrounds,39.4033846,-94.2598771,Modern layer lacks visible modern-service proof in record text; broad park/forest/lake/river/system name; review as area/rule or component split; legacy active row has no visible source URL,Layer/access/service proof audit.,Automated risk flag only; user-approved nuance: boondocking/community vagueness and park/campground entrances are not automatic defects.
